NAME,KEY,H0160001,H0160002,H0160003,H0160004,H0160005,H0160006,H0160007,H0160008,H0160009,H0160010,H0160011,H0160012,H0160013,H0160014,H0160015,H0160016,H0160017,H0040001,P0030001,STATE,COUNTY,TRACT,BLKGRP,BLOCK
Block 3044,36109412349999900230033044,25,19,4,7,3,3,1,0,1,6,3,2,0,1,0,0,0,25,63,36,109,002300,3,3044
Block 3045,36109412349999900230033045,31,23,5,11,2,3,1,0,1,8,2,1,0,4,0,1,0,31,83,36,109,002300,3,3045
Block 3046,36109412349999900230033046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,002300,3,3046
Block 3047,36109412349999900230033047,21,15,3,6,4,1,0,1,0,6,2,1,2,1,0,0,0,21,51,36,109,002300,3,3047
Block 3048,36109412349999900230033048,15,15,5,6,1,1,1,1,0,0,0,0,0,0,0,0,0,15,35,36,109,002300,3,3048
Block 3049,36109412349999900230033049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,002300,3,3049
Block 3050,36109412349999900230033050,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,36,109,002300,3,3050
Block 3051,36109412349999900230033051,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,6,36,109,002300,3,3051
Block 3052,36109412349999900230033052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,002300,3,3052
Block 3053,36109412349999900230033053,40,37,13,13,4,5,2,0,0,3,1,0,2,0,0,0,0,40,88,36,109,002300,3,3053
Block 3054,36109412349999900230033054,3,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,3,10,36,109,002300,3,3054
Block 3055,36109412349999900230033055,15,13,1,4,4,3,1,0,0,2,2,0,0,0,0,0,0,15,40,36,109,002300,3,3055
Block 3056,36109412349999900230033056,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,36,109,002300,3,3056
Block 3057,36109412349999900230033057,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,36,109,002300,3,3057
Block 3058,36109412349999900230033058,2,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,2,6,36,109,002300,3,3058
Block 3059,36109412349999900230033059,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,36,109,002300,3,3059
Block 3060,36109412349999900230033060,75,41,5,26,6,4,0,0,0,34,10,9,7,3,3,2,0,75,179,36,109,002300,3,3060
Block 3061,36109412349999900230033061,10,8,3,3,0,1,0,1,0,2,0,0,1,1,0,0,0,10,26,36,109,002300,3,3061
Block 3062,36109412349999900230033062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,002300,3,3062
Block 3063,36109412349999900230033063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,002300,3,3063
Block 3064,36109412349999900230033064,20,15,3,8,3,0,1,0,0,5,2,2,1,0,0,0,0,20,42,36,109,002300,3,3064
Block 3065,36109412349999900230033065,46,31,9,11,7,3,1,0,0,15,8,3,3,1,0,0,0,46,96,36,109,002300,3,3065
Block 3066,36109412349999900230033066,57,52,8,23,11,8,2,0,0,5,1,1,0,3,0,0,0,57,144,36,109,002300,3,3066
Block 3067,36109412349999900230033067,25,25,4,14,2,2,1,1,1,0,0,0,0,0,0,0,0,25,64,36,109,002300,3,3067
Block 3068,36109412349999900230033068,4,4,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,4,11,36,109,002300,3,3068
Block 3069,36109412349999900230033069,5,4,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,5,10,36,109,002300,3,3069
Block 3070,36109412349999900230033070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,002300,3,3070
Block 3071,36109412349999900230033071,4,3,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,4,9,36,109,002300,3,3071
Block 3072,36109412349999900230033072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,002300,3,3072
Block 3073,36109412349999900230033073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,002300,3,3073
Block 3074,36109412349999900230033074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,002300,3,3074
Block 3075,36109412349999900230033075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,002300,3,3075
Block 3076,36109412349999900230033076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,002300,3,3076
Block 3077,36109412349999900230033077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,002300,3,3077
Block 3078,36109412349999900230033078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,002300,3,3078
Block 2006,36109502545025700180022006,6,5,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,6,16,36,109,001800,2,2006
Block 2007,36109502545025700180022007,39,36,11,16,4,5,0,0,0,3,2,0,1,0,0,0,0,39,80,36,109,001800,2,2007
Block 2008,36109502545025700180022008,2,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,4,36,109,001800,2,2008
Block 2018,36109502545025700180022018,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,36,109,001800,2,2018
Block 2019,36109502545025700180022019,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,36,109,001800,2,2019
Block 2020,36109502545025700180022020,10,3,2,0,1,0,0,0,0,7,2,1,3,0,1,0,0,10,23,36,109,001800,2,2020
Block 2021,36109502545025700180022021,7,5,0,5,0,0,0,0,0,2,0,1,1,0,0,0,0,7,15,36,109,001800,2,2021
Block 2024,36109502545025700180022024,8,7,1,5,0,1,0,0,0,1,0,0,1,0,0,0,0,8,18,36,109,001800,2,2024
Block 2026,36109502545025700180022026,23,21,4,9,3,2,2,0,1,2,0,2,0,0,0,0,0,23,60,36,109,001800,2,2026
Block 2027,36109502545025700180022027,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,36,109,001800,2,2027
Block 2028,36109502545025700180022028,26,4,1,2,0,0,1,0,0,22,9,6,3,2,1,0,1,26,60,36,109,001800,2,2028
Block 2029,36109502545025700180022029,8,7,2,1,3,0,0,0,1,1,0,0,1,0,0,0,0,8,23,36,109,001800,2,2029
Block 2030,36109502545025700180022030,31,17,6,6,1,4,0,0,0,14,3,6,1,4,0,0,0,31,71,36,109,001800,2,2030
Block 2031,36109502545025700180022031,3,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,8,36,109,001800,2,2031
Block 2032,36109502545025700180022032,11,6,1,2,1,0,2,0,0,5,4,0,1,0,0,0,0,11,25,36,109,001800,2,2032
Block 2033,36109502545025700180022033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001800,2,2033
Block 2034,36109502545025700180022034,19,17,3,7,4,1,2,0,0,2,0,0,2,0,0,0,0,19,49,36,109,001800,2,2034
Block 2035,36109502545025700180022035,67,28,6,8,7,4,3,0,0,39,30,4,4,0,1,0,0,67,129,36,109,001800,2,2035
Block 2036,36109502545025700180022036,5,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,5,36,109,001800,2,2036
Block 2037,36109502545025700180022037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001800,2,2037
Block 2038,36109502545025700180022038,26,13,4,5,0,4,0,0,0,13,4,4,2,1,1,1,0,26,63,36,109,001800,2,2038
Block 3018,36109502545025700180033018,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,36,109,001800,3,3018
Block 3019,36109502545025700180033019,27,16,9,4,1,1,1,0,0,11,6,3,1,0,0,0,1,27,52,36,109,001800,3,3019
Block 3020,36109502545025700180033020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001800,3,3020
Block 3021,36109502545025700180033021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001800,3,3021
Block 3022,36109502545025700180033022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001800,3,3022
Block 3023,36109502545025700180033023,24,22,7,10,2,1,1,1,0,2,1,1,0,0,0,0,0,24,51,36,109,001800,3,3023
Block 1053,36109502549999900100011053,6,0,0,0,0,0,0,0,0,6,4,2,0,0,0,0,0,6,8,36,109,001000,1,1053
Block 1065,36109502549999900100011065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001000,1,1065
Block 1066,36109502549999900100011066,3,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,3,36,109,001000,1,1066
Block 1067,36109502549999900100011067,7,6,2,3,0,1,0,0,0,1,1,0,0,0,0,0,0,7,13,36,109,001000,1,1067
Block 1068,36109502549999900100011068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001000,1,1068
Block 1069,36109502549999900100011069,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,36,109,001000,1,1069
Block 1070,36109502549999900100011070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001000,1,1070
Block 1071,36109502549999900100011071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001000,1,1071
Block 1076,36109502549999900100011076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001000,1,1076
Block 1077,36109502549999900100011077,3,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,8,36,109,001000,1,1077
Block 1078,36109502549999900100011078,12,12,1,2,6,3,0,0,0,0,0,0,0,0,0,0,0,12,35,36,109,001000,1,1078
Block 1080,36109502549999900100011080,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,6,36,109,001000,1,1080
Block 1081,36109502549999900100011081,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,36,109,001000,1,1081
Block 1083,36109502549999900100011083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001000,1,1083
Block 1084,36109502549999900100011084,8,5,2,2,1,0,0,0,0,3,3,0,0,0,0,0,0,8,12,36,109,001000,1,1084
Block 3035,36109502549999900170033035,36,24,5,9,2,3,3,2,0,12,0,4,4,2,2,0,0,36,106,36,109,001700,3,3035
Block 3036,36109502549999900170033036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001700,3,3036
Block 3037,36109502549999900170033037,10,9,2,2,3,1,1,0,0,1,0,0,0,1,0,0,0,10,28,36,109,001700,3,3037
Block 3038,36109502549999900170033038,5,4,1,0,1,2,0,0,0,1,1,0,0,0,0,0,0,5,13,36,109,001700,3,3038
Block 3039,36109502549999900170033039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001700,3,3039
Block 3040,36109502549999900170033040,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,9,36,109,001700,3,3040
Block 3041,36109502549999900170033041,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,36,109,001700,3,3041
Block 3042,36109502549999900170033042,7,7,1,4,0,0,2,0,0,0,0,0,0,0,0,0,0,7,19,36,109,001700,3,3042
Block 3043,36109502549999900170033043,5,4,1,0,3,0,0,0,0,1,0,1,0,0,0,0,0,5,12,36,109,001700,3,3043
Block 3044,36109502549999900170033044,6,5,2,1,1,1,0,0,0,1,1,0,0,0,0,0,0,6,12,36,109,001700,3,3044
Block 3045,36109502549999900170033045,6,6,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,6,14,36,109,001700,3,3045
Block 3046,36109502549999900170033046,7,6,2,1,2,0,1,0,0,1,0,0,0,0,1,0,0,7,20,36,109,001700,3,3046
Block 3047,36109502549999900170033047,8,4,1,3,0,0,0,0,0,4,0,0,1,1,2,0,0,8,24,36,109,001700,3,3047
Block 3048,36109502549999900170033048,10,3,0,1,1,0,0,0,1,7,0,2,3,0,2,0,0,10,36,36,109,001700,3,3048
Block 3049,36109502549999900170033049,41,33,8,16,4,0,2,2,1,8,0,5,2,0,0,1,0,41,104,36,109,001700,3,3049
Block 3050,36109502549999900170033050,3,2,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,3,13,36,109,001700,3,3050
Block 3052,36109502549999900170033052,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,36,109,001700,3,3052
Block 3053,36109502549999900170033053,43,35,10,14,5,5,1,0,0,8,2,3,1,1,1,0,0,43,98,36,109,001700,3,3053
Block 3054,36109502549999900170033054,3,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,9,36,109,001700,3,3054
Block 3055,36109502549999900170033055,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,6,36,109,001700,3,3055
Block 3056,36109502549999900170033056,8,6,1,4,0,1,0,0,0,2,1,0,1,0,0,0,0,8,17,36,109,001700,3,3056
Block 3057,36109502549999900170033057,21,17,4,5,4,4,0,0,0,4,2,1,0,1,0,0,0,21,50,36,109,001700,3,3057
Block 3060,36109502549999900170033060,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,36,109,001700,3,3060
Block 3061,36109502549999900170033061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001700,3,3061
Block 3062,36109502549999900170033062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001700,3,3062
Block 3063,36109502549999900170033063,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,36,109,001700,3,3063
Block 3064,36109502549999900170033064,6,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,36,109,001700,3,3064
Block 3065,36109502549999900170033065,14,13,2,6,2,1,2,0,0,1,1,0,0,0,0,0,0,14,35,36,109,001700,3,3065
Block 3066,36109502549999900170033066,8,8,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,8,26,36,109,001700,3,3066
Block 3067,36109502549999900170033067,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,36,109,001700,3,3067
Block 3068,36109502549999900170033068,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,6,36,109,001700,3,3068
Block 3069,36109502549999900170033069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001700,3,3069
Block 1005,36109502549999900180011005,63,16,1,7,5,3,0,0,0,47,21,17,5,1,0,3,0,63,134,36,109,001800,1,1005
Block 1006,36109502549999900180011006,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,36,109,001800,1,1006
Block 1010,36109502549999900180011010,3,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,12,36,109,001800,1,1010
Block 1011,36109502549999900180011011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001800,1,1011
Block 1012,36109502549999900180011012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001800,1,1012
Block 1013,36109502549999900180011013,3,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,9,36,109,001800,1,1013
Block 1014,36109502549999900180011014,97,68,25,23,11,5,3,1,0,29,8,13,6,1,1,0,0,97,206,36,109,001800,1,1014
Block 1015,36109502549999900180011015,19,12,7,2,2,0,1,0,0,7,4,2,1,0,0,0,0,19,33,36,109,001800,1,1015
Block 1016,36109502549999900180011016,11,4,2,0,1,1,0,0,0,7,4,0,0,3,0,0,0,11,25,36,109,001800,1,1016
Block 1017,36109502549999900180011017,14,7,2,2,0,1,1,1,0,7,2,3,1,1,0,0,0,14,36,36,109,001800,1,1017
Block 1018,36109502549999900180011018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001800,1,1018
Block 1019,36109502549999900180011019,4,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4,9,36,109,001800,1,1019
Block 1020,36109502549999900180011020,15,12,1,5,2,1,0,1,2,3,1,2,0,0,0,0,0,15,48,36,109,001800,1,1020
Block 1021,36109502549999900180011021,81,58,10,22,12,8,2,2,2,23,2,7,7,4,2,1,0,81,227,36,109,001800,1,1021
Block 1022,36109502549999900180011022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001800,1,1022
Block 1023,36109502549999900180011023,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,36,109,001800,1,1023
Block 1028,36109502549999900180011028,3,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,9,36,109,001800,1,1028
Block 1043,36109502549999900180011043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001800,1,1043
Block 1044,36109502549999900180011044,34,25,7,9,4,4,1,0,0,9,4,2,0,2,0,1,0,34,80,36,109,001800,1,1044
Block 1045,36109502549999900180011045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001800,1,1045
Block 1046,36109502549999900180011046,21,18,0,7,3,6,1,0,1,3,0,0,1,2,0,0,0,21,70,36,109,001800,1,1046
Block 1047,36109502549999900180011047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001800,1,1047
Block 1048,36109502549999900180011048,39,30,3,13,5,7,0,1,1,9,3,2,0,3,1,0,0,39,109,36,109,001800,1,1048
Block 1049,36109502549999900180011049,7,7,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,7,12,36,109,001800,1,1049
Block 1050,36109502549999900180011050,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,36,109,001800,1,1050
Block 1051,36109502549999900180011051,11,10,2,2,1,4,0,1,0,1,0,1,0,0,0,0,0,11,33,36,109,001800,1,1051
Block 1052,36109502549999900180011052,16,16,2,7,3,2,1,1,0,0,0,0,0,0,0,0,0,16,44,36,109,001800,1,1052
Block 1063,36109502549999900180011063,9,7,0,7,0,0,0,0,0,2,2,0,0,0,0,0,0,9,16,36,109,001800,1,1063
Block 1068,36109502549999900180011068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001800,1,1068
Block 1069,36109502549999900180011069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001800,1,1069
Block 1070,36109502549999900180011070,6,5,0,3,1,1,0,0,0,1,0,0,1,0,0,0,0,6,16,36,109,001800,1,1070
Block 1071,36109502549999900180011071,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,6,36,109,001800,1,1071
Block 1072,36109502549999900180011072,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,36,109,001800,1,1072
Block 1073,36109502549999900180011073,3,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,8,36,109,001800,1,1073
Block 1074,36109502549999900180011074,18,17,1,6,3,6,1,0,0,1,0,0,0,1,0,0,0,18,55,36,109,001800,1,1074
Block 1082,36109502549999900180011082,19,14,5,9,0,0,0,0,0,5,2,2,0,0,1,0,0,19,34,36,109,001800,1,1082
Block 1085,36109502549999900180011085,4,2,0,2,0,0,0,0,0,2,0,1,0,0,1,0,0,4,11,36,109,001800,1,1085
Block 2000,36109502549999900180022000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001800,2,2000
Block 2001,36109502549999900180022001,10,4,1,3,0,0,0,0,0,6,1,4,1,0,0,0,0,10,19,36,109,001800,2,2001
Block 2002,36109502549999900180022002,92,72,28,26,13,2,2,1,0,20,5,5,4,3,3,0,0,92,197,36,109,001800,2,2002
Block 2003,36109502549999900180022003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001800,2,2003
Block 2004,36109502549999900180022004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001800,2,2004
Block 2005,36109502549999900180022005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001800,2,2005
Block 2009,36109502549999900180022009,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,36,109,001800,2,2009
Block 2010,36109502549999900180022010,18,10,1,3,1,2,3,0,0,8,4,2,1,1,0,0,0,18,48,36,109,001800,2,2010
Block 2011,36109502549999900180022011,12,9,1,5,3,0,0,0,0,3,1,1,0,1,0,0,0,12,27,36,109,001800,2,2011
Block 2012,36109502549999900180022012,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,36,109,001800,2,2012
Block 2013,36109502549999900180022013,14,13,2,8,1,2,0,0,0,1,0,0,1,0,0,0,0,14,32,36,109,001800,2,2013
Block 2014,36109502549999900180022014,59,45,24,13,5,2,1,0,0,14,3,3,2,3,1,2,0,59,122,36,109,001800,2,2014
Block 2015,36109502549999900180022015,7,3,3,0,0,0,0,0,0,4,1,0,2,1,0,0,0,7,14,36,109,001800,2,2015
Block 2016,36109502549999900180022016,10,10,1,5,1,1,1,1,0,0,0,0,0,0,0,0,0,10,29,36,109,001800,2,2016
Block 2017,36109502549999900180022017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001800,2,2017
Block 2022,36109502549999900180022022,11,9,2,4,1,2,0,0,0,2,1,1,0,0,0,0,0,11,24,36,109,001800,2,2022
Block 2023,36109502549999900180022023,68,54,8,24,10,5,7,0,0,14,4,3,4,3,0,0,0,68,175,36,109,001800,2,2023
Block 2025,36109502549999900180022025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001800,2,2025
Block 2039,36109502549999900180022039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001800,2,2039
Block 2040,36109502549999900180022040,51,44,4,21,5,9,2,2,1,7,0,3,1,3,0,0,0,51,147,36,109,001800,2,2040
Block 2041,36109502549999900180022041,30,21,4,9,5,2,0,0,1,9,2,4,1,0,2,0,0,30,76,36,109,001800,2,2041
Block 2042,36109502549999900180022042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001800,2,2042
Block 2043,36109502549999900180022043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001800,2,2043
Block 2044,36109502549999900180022044,16,14,3,6,2,3,0,0,0,2,0,1,1,0,0,0,0,16,38,36,109,001800,2,2044
Block 2045,36109502549999900180022045,9,8,0,4,1,2,0,1,0,1,0,0,0,1,0,0,0,9,29,36,109,001800,2,2045
Block 2046,36109502549999900180022046,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,9,36,109,001800,2,2046
Block 2047,36109502549999900180022047,24,22,4,8,5,5,0,0,0,2,0,2,0,0,0,0,0,24,59,36,109,001800,2,2047
Block 2048,36109502549999900180022048,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,6,36,109,001800,2,2048
Block 2049,36109502549999900180022049,12,11,4,3,3,1,0,0,0,1,1,0,0,0,0,0,0,12,24,36,109,001800,2,2049
Block 2050,36109502549999900180022050,2,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,4,36,109,001800,2,2050
Block 2051,36109502549999900180022051,11,11,0,5,2,3,0,1,0,0,0,0,0,0,0,0,0,11,34,36,109,001800,2,2051
Block 2052,36109502549999900180022052,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,8,36,109,001800,2,2052
Block 2053,36109502549999900180022053,11,9,2,4,1,1,0,0,1,2,0,0,0,1,0,1,0,11,34,36,109,001800,2,2053
Block 2054,36109502549999900180022054,3,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,7,36,109,001800,2,2054
Block 2055,36109502549999900180022055,3,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,9,36,109,001800,2,2055
Block 2056,36109502549999900180022056,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,5,36,109,001800,2,2056
Block 2057,36109502549999900180022057,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,36,109,001800,2,2057
Block 3000,36109502549999900180033000,10,3,0,1,1,1,0,0,0,7,5,2,0,0,0,0,0,10,18,36,109,001800,3,3000
Block 3001,36109502549999900180033001,50,46,10,23,6,5,2,0,0,4,0,1,0,2,1,0,0,50,119,36,109,001800,3,3001
Block 3002,36109502549999900180033002,12,10,3,3,0,4,0,0,0,2,0,1,1,0,0,0,0,12,30,36,109,001800,3,3002
Block 3003,36109502549999900180033003,43,40,4,20,5,5,5,1,0,3,1,1,1,0,0,0,0,43,116,36,109,001800,3,3003
Block 3004,36109502549999900180033004,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,36,109,001800,3,3004
Block 3005,36109502549999900180033005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001800,3,3005
Block 3006,36109502549999900180033006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001800,3,3006
Block 3007,36109502549999900180033007,13,9,4,1,2,0,2,0,0,4,1,3,0,0,0,0,0,13,29,36,109,001800,3,3007
Block 3008,36109502549999900180033008,50,42,4,17,3,8,6,2,2,8,1,6,1,0,0,0,0,50,153,36,109,001800,3,3008
Block 3009,36109502549999900180033009,8,6,1,2,2,0,1,0,0,2,1,0,0,1,0,0,0,8,21,36,109,001800,3,3009
Block 3010,36109502549999900180033010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001800,3,3010
Block 3011,36109502549999900180033011,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,36,109,001800,3,3011
Block 3012,36109502549999900180033012,24,17,2,5,5,4,1,0,0,7,5,1,0,1,0,0,0,24,59,36,109,001800,3,3012
Block 3013,36109502549999900180033013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001800,3,3013
Block 3014,36109502549999900180033014,3,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,12,36,109,001800,3,3014
Block 3015,36109502549999900180033015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001800,3,3015
Block 3016,36109502549999900180033016,4,3,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,4,21,36,109,001800,3,3016
Block 3017,36109502549999900180033017,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,36,109,001800,3,3017
Block 3024,36109502549999900180033024,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,36,109,001800,3,3024
Block 3025,36109502549999900180033025,4,1,0,1,0,0,0,0,0,3,2,1,0,0,0,0,0,4,6,36,109,001800,3,3025
Block 3026,36109502549999900180033026,53,44,12,21,6,5,0,0,0,9,0,4,2,2,1,0,0,53,119,36,109,001800,3,3026
Block 3027,36109502549999900180033027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001800,3,3027
Block 3028,36109502549999900180033028,6,5,3,1,0,1,0,0,0,1,0,1,0,0,0,0,0,6,11,36,109,001800,3,3028
Block 3029,36109502549999900180033029,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,36,109,001800,3,3029
Block 3030,36109502549999900180033030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001800,3,3030
Block 3031,36109502549999900180033031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001800,3,3031
Block 3032,36109502549999900180033032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001800,3,3032
